siren,adresse_ligne1,adresse_ligne2,adresse_ligne3,adress_nettoyee,adresse_regex
528823354, Lieu-dit Le Plateau,,, LIEU DIT LE PLATEAU  ,LIEU$|DIT$
434771366,50/56 rue de la Procession,,,50 56 RUE DE LA PROCESSION  ,PROCESSION$
879738656,,171 Rue Commandant Houot,le Faucon, 171 RUE COMMANDANT HOUOT LE FAUCON,COMMANDANT$|HOUOT$|FAUCON$
824732333,14 Place Canteloup,,,14 PLACE CANTELOUP  ,CANTELOUP$
841190192,195-211 Boulevard Bineau,,,195 211 BOULEVARD BINEAU  ,BINEAU$
831130083,49 Chemin des Bories,,,49 CHEMIN DES BORIES  ,BORIES$
338786254,,Quartier Chantoiseau,, QUARTIER CHANTOISEAU ,CHANTOISEAU$
532906393,,167 avenue du Général Leclerc,, 167 AVENUE DU GENERAL LECLERC ,GENERAL$|LECLERC$
534937289,3 Rue des Plaideurs ,,,3 RUE DES PLAIDEURS   ,PLAIDEURS$
391920410,,4 Etienne Jules Marey,, 4 ETIENNE JULES MAREY ,ETIENNE$|JULES$|MAREY$
838865301,,964 Chemin du Léonard,, 964 CHEMIN DU LEONARD ,LEONARD$
799829890,1 Route de Coutencon,,,1 ROUTE DE COUTENCON  ,COUTENCON$
504700337,14 Avenue Félix Faure,,,14 AVENUE FELIX FAURE  ,FELIX$|FAURE$
804393080,13 Avenue Gabriel Péri,,,13 AVENUE GABRIEL PERI  ,GABRIEL$|PERI$
812695815,116 rue La Boétie,,,116 RUE LA BOETIE  ,BOETIE$
821159282,1 Rue Camille Claudel,,,1 RUE CAMILLE CLAUDEL  ,CAMILLE$|CLAUDEL$
510678048, Chemin de la Croix, les Sollans,, CHEMIN DE LA CROIX  LES SOLLANS ,CROIX$|SOLLANS$
445135270,2 boulevard de la Haye,,,2 BOULEVARD DE LA HAYE  ,HAYE$
449161280,,41 route de la Drèche,, 41 ROUTE DE LA DRECHE ,DRECHE$
877704585,149 avenue du Maine,,,149 AVENUE DU MAINE  ,MAINE$
833617293,,23 Rue Émile Combes,, 23 RUE EMILE COMBES ,EMILE$|COMBES$
512134289,54 rue des Écoles,,,54 RUE DES ECOLES  ,ECOLES$
849614490,,35 Rue de Vaure,, 35 RUE DE VAURE ,VAURE$
848562021,Hauteville Lompnes,343 Rue de la République,,HAUTEVILLE LOMPNES 343 RUE DE LA REPUBLIQUE ,HAUTEVILLE$|LOMPNES$|REPUBLIQUE$
841679012,266 avenue Daumesnil,,,266 AVENUE DAUMESNIL  ,DAUMESNIL$
528229602,,393 Rue Dodat,, 393 RUE DODAT ,DODAT$
852121318,15 rue Saint-Exupéry,,,15 RUE SAINT EXUPERY  ,SAINT$|EXUPERY$
334822962,,"Lieu-dit ""CHAUMONTET""",, LIEU DIT  CHAUMONTET  ,LIEU$|DIT$|CHAUMONTET$
484640966,,10 Rue Fernand Forest,, 10 RUE FERNAND FOREST ,FERNAND$|FOREST$
494346554,,149 Route de Marseille,, 149 ROUTE DE MARSEILLE ,MARSEILLE$
847689858,,3 Rue des Forgerons,, 3 RUE DES FORGERONS ,FORGERONS$
827992876,13 Rue Jules Lallemand,,,13 RUE JULES LALLEMAND  ,JULES$|LALLEMAND$
829226125,50 Quai Charles Pasqua,,,50 QUAI CHARLES PASQUA  ,CHARLES$|PASQUA$
841584683,30 Allée de Tourny,,,30 ALLEE DE TOURNY  ,ALLEE$|TOURNY$
808943104,13 Rue Saint Honoré,,,13 RUE SAINT HONORE  ,SAINT$|HONORE$
849333083,16 rue de Logelbach,,,16 RUE DE LOGELBACH  ,LOGELBACH$
851146084,,95 route de la Pyramide,, 95 ROUTE DE LA PYRAMIDE ,PYRAMIDE$
812057958,23 rue de Richelieu,,,23 RUE DE RICHELIEU  ,RICHELIEU$
531164861,81 Promenade Georges Pompidou,,MARSEILLE,81 PROMENADE GEORGES POMPIDOU  MARSEILLE,GEORGES$|POMPIDOU$|MARSEILLE$
808618953,,95 rue d'Awoingt,, 95 RUE D AWOINGT ,AWOINGT$
818798472,,14 rue de Las Carreres,, 14 RUE DE LAS CARRERES ,LAS$|CARRERES$
838198786,,5 avenue du Général de Gaulle,l'Etoile 2, 5 AVENUE DU GENERAL DE GAULLE L ETOILE 2,GENERAL$|GAULLE$|ETOILE$
809550494,9 cour des Petites Ecuries,,,9 COUR DES PETITES ECURIES  ,COUR$|PETITES$|ECURIES$
823587167,35 Rue Etienne Marcel,,,35 RUE ETIENNE MARCEL  ,ETIENNE$|MARCEL$
851881623,,29 boulevard Daloz,, 29 BOULEVARD DALOZ ,DALOZ$
383006525,1 rue d'Argenson,,,1 RUE D ARGENSON  ,ARGENSON$
841295199,,252 rue de l'Ecleme,, 252 RUE DE L ECLEME ,ECLEME$
429159171,1 Rue du Château d'eau,,,1 RUE DU CHATEAU D EAU  ,CHATEAU$|EAU$
380485821,,"""la petite sablière""",Saint-Just-Luzac,  LA PETITE SABLIERE  SAINT JUST LUZAC,PETITE$|SABLIERE$|SAINT$|JUST$|LUZAC$
448892612,18 Rue Jean Mermoz,,,18 RUE JEAN MERMOZ  ,JEAN$|MERMOZ$
533644860,Rte de Montélimar,10 Route du Barrage,,RTE DE MONTELIMAR 10 ROUTE DU BARRAGE ,RTE$|MONTELIMAR$|BARRAGE$
524555539,C/o Bewoopi,137 rue Vieille-du-Temple,,C O BEWOOPI 137 RUE VIEILLE DU TEMPLE ,BEWOOPI$|VIEILLE$|TEMPLE$
398580464,,81 RUE BETEILLE,, 81 RUE BETEILLE ,BETEILLE$
534027156,,5100 chemin du Pourchain,, 5100 CHEMIN DU POURCHAIN ,POURCHAIN$
324729789,,12 Rue du Vivier,, 12 RUE DU VIVIER ,VIVIER$
799316104,78 Boulevard Paul Doumer, C/o Al Secrétariat,,78 BOULEVARD PAUL DOUMER  C O AL SECRETARIAT ,PAUL$|DOUMER$|AL$|SECRETARIAT$
800864571,23 Route de Salleboeuf,,,23 ROUTE DE SALLEBOEUF  ,SALLEBOEUF$
838515633,1 Rue de Paris,,,1 RUE DE PARIS  ,PARIS$
842298473,,153 Avenue Sidoine Apollinaire,Etage 2, 153 AVENUE SIDOINE APOLLINAIRE ETAGE 2,SIDOINE$|APOLLINAIRE$|ETAGE$
480775923,58 Avenue Chares de Gaulle,,,58 AVENUE CHARES DE GAULLE  ,CHARES$|GAULLE$
499489615, Boulevard Georges Pompidou, Centre Commercial Super U,, BOULEVARD GEORGES POMPIDOU  CENTRE COMMERCIAL SUPER U ,GEORGES$|POMPIDOU$|CENTRE$|COMMERCIAL$|SUPER$
832724397,4 Rue du Général Leclerc,,,4 RUE DU GENERAL LECLERC  ,GENERAL$|LECLERC$
483931374,207 rue du Faubourg Saint-Denis,,,207 RUE DU FAUBOURG SAINT DENIS  ,SAINT$|DENIS$
878717933,15 Route des Gemmeurs,,CLERAC,15 ROUTE DES GEMMEURS  CLERAC,GEMMEURS$|CLERAC$
421676958,  Burospace - Bâtiment 15, Route de Gisy,,  BUROSPACE   BATIMENT 15  ROUTE DE GISY ,BUROSPACE$|BATIMENT$|GISY$
319539284,,BD. DES EMBRUNS,SAINT PIERRE LA MER, BD  DES EMBRUNS SAINT PIERRE LA MER,BD$|EMBRUNS$|SAINT$|PIERRE$|MER$
831472444,29 Avenue DES BLEUETS,,,29 AVENUE DES BLEUETS  ,BLEUETS$
519314421,40 Rue Édouard Vaillant,,,40 RUE EDOUARD VAILLANT  ,EDOUARD$|VAILLANT$
662008598,44 rue Liancourt,,,44 RUE LIANCOURT  ,LIANCOURT$
322621699,16 Rue VERDI,,,16 RUE VERDI  ,VERDI$
412278012,CARNOT 2 RUE NOTRE DAME DES," IMMEUBLE ""LE RHODES"" 48 ET 50 BD","ANGES, 1 ET 3 RUE CZERNICKI",CARNOT 2 RUE NOTRE DAME DES  IMMEUBLE  LE RHODES  48 ET 50 BD ANGES  1 ET 3 RUE CZERNICKI,CARNOT$|DAME$|IMMEUBLE$|RHODES$|BD$|ANGES$|CZERNICKI$
794219378, Rue des Prouvaires, RUNGIS MIN,, RUE DES PROUVAIRES  RUNGIS MIN ,PROUVAIRES$|RUNGIS$|MIN$
835324708,22 Allée des Fausses Reposes,,,22 ALLEE DES FAUSSES REPOSES  ,ALLEE$|FAUSSES$|REPOSES$
838475697,,1 route Nationale,, 1 ROUTE NATIONALE ,NATIONALE$
388102048,1 rue des Partenais ZA des Petits Partenais,,,1 RUE DES PARTENAIS ZA DES PETITS PARTENAIS  ,PARTENAIS$|ZA$|PETITS$|PARTENAIS$
819686254,,849 boulevard du Cerceron,Hameau de Vaulongue Villa L2, 849 BOULEVARD DU CERCERON HAMEAU DE VAULONGUE VILLA L2,CERCERON$|VAULONGUE$
850106824,,36 Rue Jean Hector,, 36 RUE JEAN HECTOR ,JEAN$|HECTOR$
837912468,10 place Paul Verlaine,,,10 PLACE PAUL VERLAINE  ,PAUL$|VERLAINE$
794241810,9 rue du Docteur Paul Brousse,,,9 RUE DU DOCTEUR PAUL BROUSSE  ,DOCTEUR$|PAUL$|BROUSSE$
424291839,,"1 ALL. DES CAMELIAS ""LE HAUT DES PLACES""",, 1 ALL  DES CAMELIAS  LE HAUT DES PLACES  ,ALL$|CAMELIAS$|HAUT$|PLACES$
537534307,,35 Avenue Daniel Mercier,, 35 AVENUE DANIEL MERCIER ,DANIEL$|MERCIER$
809322969,,5 rue Lamartine,, 5 RUE LAMARTINE ,LAMARTINE$
879684413,24 rue Archereau Bat Cant,,,24 RUE ARCHEREAU BAT CANT  ,ARCHEREAU$|BAT$|CANT$
322465345,21 rue de la Pierre Levée,,,21 RUE DE LA PIERRE LEVEE  ,PIERRE$|LEVEE$
849657010,12 Rue Barthélémy,,,12 RUE BARTHELEMY  ,BARTHELEMY$
383892403,,3 Chemin de Maupas,Lieu-Dit le Bourg, 3 CHEMIN DE MAUPAS LIEU DIT LE BOURG,MAUPAS$|LIEU$|DIT$|BOURG$
791861321,,20 rue Gustave Lennier,, 20 RUE GUSTAVE LENNIER ,GUSTAVE$|LENNIER$
428993604,82 rue d'Avron,,,82 RUE D AVRON  ,AVRON$
814141479,,7 Rue Marius Quermel,, 7 RUE MARIUS QUERMEL ,MARIUS$|QUERMEL$
834597072,79 Rue de Sevres,,,79 RUE DE SEVRES  ,SEVRES$
843809468,,10 Place de Verdun,, 10 PLACE DE VERDUN ,VERDUN$
849427000,Chemin de Fraysse,le Pradal,,CHEMIN DE FRAYSSE LE PRADAL ,FRAYSSE$|PRADAL$
823981246,,8 Rue des Terreaux,, 8 RUE DES TERREAUX ,TERREAUX$
420639452,425 Rue HENRI BARBUSSE,,,425 RUE HENRI BARBUSSE  ,HENRI$|BARBUSSE$
830638466,2 Rue Eugène Pottier,,,2 RUE EUGENE POTTIER  ,EUGENE$|POTTIER$
819317991,,11 rue du Pont du Coudray,, 11 RUE DU PONT DU COUDRAY ,PONT$|COUDRAY$
330886888,,L Eclopart,, L ECLOPART ,ECLOPART$
725780977,115 boulevard de Sébastopol,,,115 BOULEVARD DE SEBASTOPOL  ,SEBASTOPOL$
789373636,,10 Rue Paul Bert,, 10 RUE PAUL BERT ,PAUL$|BERT$
384006029,Ag 352,18 Grande Rue,Ag 352,AG 352 18 GRANDE RUE AG 352,AG$|GRANDE$|AG$
788893675,5 Allée Mozart,,,5 ALLEE MOZART  ,ALLEE$|MOZART$
378116016,17 Rue des Tanneurs,,,17 RUE DES TANNEURS  ,TANNEURS$
844112532,,16b chemin du moulin,Appartement C1, 16B CHEMIN DU MOULIN APPARTEMENT C1,MOULIN$|APPARTEMENT$
440005064,14 bis Avenue de Verdun,,,14 BIS AVENUE DE VERDUN  ,VERDUN$
348555046,,LE FORT RUE DE LA CRAZ,VIRIAT, LE FORT RUE DE LA CRAZ VIRIAT,FORT$|CRAZ$|VIRIAT$
497660340,39 rue des Granges Galand,,,39 RUE DES GRANGES GALAND  ,GRANGES$|GALAND$
805028479,,40 - 42 rue Stanislas,, 40   42 RUE STANISLAS ,STANISLAS$
843438946,,7 Rue Roger Josserand,, 7 RUE ROGER JOSSERAND ,ROGER$|JOSSERAND$
451588305,route de Daigny,,,ROUTE DE DAIGNY  ,DAIGNY$
484246293,55 Allée DES PLATANES,,,55 ALLEE DES PLATANES  ,ALLEE$|PLATANES$
434886024,66 Rue Guy Mocquet,,,66 RUE GUY MOCQUET  ,GUY$|MOCQUET$
812781052,  ZI La Motte,,,  ZI LA MOTTE  ,ZI$|MOTTE$
438472094,20 Rue MEYNADIER,,,20 RUE MEYNADIER  ,MEYNADIER$
839121126,,8 Avenue Victor Hugo,, 8 AVENUE VICTOR HUGO ,VICTOR$|HUGO$
504125824, Route De La Colle, Cidex 144,, ROUTE DE LA COLLE  CIDEX 144 ,COLLE$|CIDEX$
330603549,2 AV. HENRI BARBUSSE,,,2 AV  HENRI BARBUSSE  ,AV$|HENRI$|BARBUSSE$
832350938,,91 Impasse de la Source,le Chenay, 91 IMPASSE DE LA SOURCE LE CHENAY,SOURCE$|CHENAY$
800078321,,14 rue des Zouaves,, 14 RUE DES ZOUAVES ,ZOUAVES$
750736407,22 avenue Franklin D. Roosevelt,,,22 AVENUE FRANKLIN D  ROOSEVELT  ,FRANKLIN$|ROOSEVELT$
849401641,1  Beaucès,,,1  BEAUCES  ,BEAUCES$
825026453,11 Rue Henri Seillon,,,11 RUE HENRI SEILLON  ,HENRI$|SEILLON$
508116159,,QUARTIER BAS,, QUARTIER BAS ,BAS$
841889637,,26 Rue de la Gare,, 26 RUE DE LA GARE ,GARE$
849486030,,6 boulevard de la Liberté,, 6 BOULEVARD DE LA LIBERTE ,LIBERTE$
834153371,,9 Avenue Maréchal Foch,, 9 AVENUE MARECHAL FOCH ,MARECHAL$|FOCH$
522567767,,2403 rue du Camp du Drap d'Or,, 2403 RUE DU CAMP DU DRAP D OR ,CAMP$|DRAP$|OR$
350974572,,ZONE ARTISANALE DE PENHOAT BRAS,PLOMELIN, ZONE ARTISANALE DE PENHOAT BRAS PLOMELIN,ZONE$|ARTISANALE$|PENHOAT$|BRAS$|PLOMELIN$
300488863,,4 Chemins de Brech,, 4 CHEMINS DE BRECH ,CHEMINS$|BRECH$
831966841,,16 chemin de Chalons,, 16 CHEMIN DE CHALONS ,CHALONS$
441085388,,15 avenue Adrien Hebrard,, 15 AVENUE ADRIEN HEBRARD ,ADRIEN$|HEBRARD$
833684715,12 rue Keufer,,,12 RUE KEUFER  ,KEUFER$
498849629,86 Avenue Paul Vaillant Couturier,,,86 AVENUE PAUL VAILLANT COUTURIER  ,PAUL$|VAILLANT$|COUTURIER$
825046535,,Ld la Monerie,, LD LA MONERIE ,LD$|MONERIE$
834530792,,200-5 chemin du Paty,, 200 5 CHEMIN DU PATY ,PATY$
499818433,,10 rue du Combat des Trente,, 10 RUE DU COMBAT DES TRENTE ,COMBAT$|TRENTE$
340637859,,la Grange du Bois,, LA GRANGE DU BOIS ,GRANGE$|BOIS$
839664208,1071 Chemin du Château,,,1071 CHEMIN DU CHATEAU  ,CHATEAU$
528658073,,la Tabourdière,, LA TABOURDIERE ,TABOURDIERE$
838403772,10 rue Debelleyme,,,10 RUE DEBELLEYME  ,DEBELLEYME$
512738717,61 rue de Lagny,,,61 RUE DE LAGNY  ,LAGNY$
500135983,11 rue Kepler,,,11 RUE KEPLER  ,KEPLER$
849152087,,2 rue Carnot,, 2 RUE CARNOT ,CARNOT$
637170655,,SANS DOMICILE FIXE,, SANS DOMICILE FIXE ,SANS$|DOMICILE$|FIXE$
834563884,,chemin des Trezins,, CHEMIN DES TREZINS ,TREZINS$
320421092,,1808 AV. de Calais,, 1808 AV  DE CALAIS ,AV$|CALAIS$
522617661,,Route de Vers,lieu-dit la Croix, ROUTE DE VERS LIEU DIT LA CROIX,VERS$|LIEU$|DIT$|CROIX$
803779651,,70 - 88 rue de Genève,, 70   88 RUE DE GENEVE ,GENEVE$
509910543,11 Rue de Belfort,,,11 RUE DE BELFORT  ,BELFORT$
814630075,55 rue du Grand Marché,,,55 RUE DU GRAND MARCHE  ,GRAND$
847880721,12 Rue de la Mairie,,,12 RUE DE LA MAIRIE  ,MAIRIE$
524081106,74 avenue Marceau,,,74 AVENUE MARCEAU  ,MARCEAU$
844444182,,500 Rue des Perouses,, 500 RUE DES PEROUSES ,PEROUSES$
452121197,,10 Promenade du Front de Mer,, 10 PROMENADE DU FRONT DE MER ,FRONT$|MER$
841368509,19 avenue d'Italie,,,19 AVENUE D ITALIE  ,ITALIE$
750584526,129 rue des Chorettes,,,129 RUE DES CHORETTES  ,CHORETTES$
849737804,16 Allée Deparcieux,,,16 ALLEE DEPARCIEUX  ,ALLEE$|DEPARCIEUX$
504076076,  2-4 rue Marco Polo,,,  2 4 RUE MARCO POLO  ,MARCO$|POLO$
409563699,,,,  ,
348471459,,rue des Pecheurs d'Islande,Rochefort, RUE DES PECHEURS D ISLANDE ROCHEFORT,PECHEURS$|ISLANDE$|ROCHEFORT$
388870099,,21 avenue Pierre de Coubertin,, 21 AVENUE PIERRE DE COUBERTIN ,PIERRE$|COUBERTIN$
401368808,,"""LA MIMEROLLE""",GENNES,  LA MIMEROLLE  GENNES,MIMEROLLE$|GENNES$
320510464,,13 RUE JEAN MOULIN,, 13 RUE JEAN MOULIN ,JEAN$|MOULIN$
842196941,,6 la Suveirotte,5424 l'Hubac, 6 LA SUVEIROTTE 5424 L HUBAC,SUVEIROTTE$|HUBAC$
513411223,,8 rue Charles Baudelaire,, 8 RUE CHARLES BAUDELAIRE ,CHARLES$|BAUDELAIRE$
844722835,19 rue de Mogador,,,19 RUE DE MOGADOR  ,MOGADOR$
852938463,73 chemin Caulaincourt,,,73 CHEMIN CAULAINCOURT  ,CAULAINCOURT$
840133425,,allée Eugène Delacroix,Espace du Palais, ALLEE EUGENE DELACROIX ESPACE DU PALAIS,ALLEE$|EUGENE$|DELACROIX$|ESPACE$|PALAIS$
833429780,5  rue du Village de la Saudrais,,,5  RUE DU VILLAGE DE LA SAUDRAIS  ,SAUDRAIS$
845353929,31 Rue des Meuniers,,,31 RUE DES MEUNIERS  ,MEUNIERS$
827622127,10BIS  Le Bouscat,,,10BIS  LE BOUSCAT  ,BOUSCAT$
393002431,,la Ferme du Port,, LA FERME DU PORT ,FERME$|PORT$
316550375,,"""LE THIOLENT""",,  LE THIOLENT  ,THIOLENT$
490885381,24 Boulevard Voltaire,,,24 BOULEVARD VOLTAIRE  ,VOLTAIRE$
801569047,,4 place du Commandant Desmeulles,, 4 PLACE DU COMMANDANT DESMEULLES ,COMMANDANT$|DESMEULLES$
820727410,,5 place de l'Eglise,, 5 PLACE DE L EGLISE ,EGLISE$
531651792,10-12 rue de l'Amiral Hamelin,,,10 12 RUE DE L AMIRAL HAMELIN  ,AMIRAL$|HAMELIN$
380091835,  le Château, Chez M Berthier Rémi,,  LE CHATEAU  CHEZ M BERTHIER REMI ,CHATEAU$|CHEZ$|BERTHIER$|REMI$
812022028,9069 Rue du Petit Ourscamps,,,9069 RUE DU PETIT OURSCAMPS  ,PETIT$|OURSCAMPS$
749902425,,3 place de Villers,, 3 PLACE DE VILLERS ,VILLERS$
401471610,203 rue du Faubourg Saint-Antoine,,,203 RUE DU FAUBOURG SAINT ANTOINE  ,SAINT$|ANTOINE$
400868188,,,Centre Commercial (rue de la Touraine),  CENTRE COMMERCIAL  RUE DE LA TOURAINE ,CENTRE$|COMMERCIAL$|TOURAINE$
791439235,,rue du Commerce,, RUE DU COMMERCE ,COMMERCE$
824140818,,4 Rue Jean Sarrazin,, 4 RUE JEAN SARRAZIN ,JEAN$|SARRAZIN$
832687156,,15 Boulevard de Bésignoles,, 15 BOULEVARD DE BESIGNOLES ,BESIGNOLES$
428772065,1  Clos Dame Gille,,,1  CLOS DAME GILLE  ,CLOS$|DAME$|GILLE$
437942428,,AV. CHARLES DE GAULLE,, AV  CHARLES DE GAULLE ,AV$|CHARLES$|GAULLE$
57811820,40 Boulevard DE LA MEDITERRANEE, 40 BD DE LA MEDITERRANEE,,40 BOULEVARD DE LA MEDITERRANEE  40 BD DE LA MEDITERRANEE ,MEDITERRANEE$|BD$|MEDITERRANEE$
479474926,,MOUDURE,, MOUDURE ,MOUDURE$
503677619,,320 Avenue Berthelot,, 320 AVENUE BERTHELOT ,BERTHELOT$
399701465,  LA RAZELIERE,,,  LA RAZELIERE  ,RAZELIERE$
408296408,,LE VILLAGE,ROAIX, LE VILLAGE ROAIX,ROAIX$
832946859,14 Rue Gabriel Péri,,,14 RUE GABRIEL PERI  ,GABRIEL$|PERI$
509605812,,64 Route De Le Nieppe,, 64 ROUTE DE LE NIEPPE ,NIEPPE$
343319174,,32 BD. GASTON BIRGE,ANGERS, 32 BD  GASTON BIRGE ANGERS,BD$|GASTON$|BIRGE$|ANGERS$
489699108,32 rue Guadet,,,32 RUE GUADET  ,GUADET$
837638352,,824 rue Jean Carrara,, 824 RUE JEAN CARRARA ,JEAN$|CARRARA$
399343466,,Centre Commercial LECLERC ROQUES - ROQUES SUR GARONNE,, CENTRE COMMERCIAL LECLERC ROQUES   ROQUES SUR GARONNE ,CENTRE$|COMMERCIAL$|LECLERC$|ROQUES$|ROQUES$|GARONNE$
709800445,CTRE CIAL PARLY 2,,LOCAL POSTAL 458,CTRE CIAL PARLY 2  LOCAL POSTAL 458,CTRE$|CIAL$|PARLY$|LOCAL$|POSTAL$
850289315,,9 Village de Gulay,, 9 VILLAGE DE GULAY ,GULAY$
798775821,  1/3 rue Chappe -ZI des Garennes,,,  1 3 RUE CHAPPE  ZI DES GARENNES  ,CHAPPE$|ZI$|GARENNES$
797404498,24 Rue Jules Ferry,,,24 RUE JULES FERRY  ,JULES$|FERRY$
429355381,2  PRES DE NUJON,,,2  PRES DE NUJON  ,PRES$|NUJON$
804408565,31 avenue de Saint-Ouen,,,31 AVENUE DE SAINT OUEN  ,SAINT$|OUEN$
830094363,,35 Rue du Verdouble,, 35 RUE DU VERDOUBLE ,VERDOUBLE$
301190757,,Parc d'Activités de Forquevaux,, PARC D ACTIVITES DE FORQUEVAUX ,PARC$|ACTIVITES$|FORQUEVAUX$
814228417,18 rue Descartes,,,18 RUE DESCARTES  ,DESCARTES$
438277865,52 avenue Daumesnil,,,52 AVENUE DAUMESNIL  ,DAUMESNIL$
420551939,82 Rue de Vannes,,,82 RUE DE VANNES  ,VANNES$
431711506,29 Place Saint Léger,,,29 PLACE SAINT LEGER  ,SAINT$|LEGER$
519818868,,7 Avenue Pierre et Marie Curie,, 7 AVENUE PIERRE ET MARIE CURIE ,PIERRE$|MARIE$|CURIE$
831723192,25 Rue de la Chapelle,,,25 RUE DE LA CHAPELLE  ,CHAPELLE$
384520805,,30 B Avenue de la Déportation,, 30 B AVENUE DE LA DEPORTATION ,DEPORTATION$
813299401,,49 avenue des Candelons,, 49 AVENUE DES CANDELONS ,CANDELONS$
452987118,,AV. PLAISANCE DU TOUCH,, AV  PLAISANCE DU TOUCH ,AV$|PLAISANCE$|TOUCH$
424877264,32 Rue Edmond Rostand,,,32 RUE EDMOND ROSTAND  ,EDMOND$|ROSTAND$
452146160,  1bis rue Jean Tronchon,,,  1BIS RUE JEAN TRONCHON  ,JEAN$|TRONCHON$
841885916,51 Lieu-dit les Fauchis, Parcelle 259 AT,,51 LIEU DIT LES FAUCHIS  PARCELLE 259 AT ,LIEU$|DIT$|FAUCHIS$|PARCELLE$|AT$
443792973,,LES ROCHES,BRANTOME, LES ROCHES BRANTOME,ROCHES$|BRANTOME$
877842393,,10 Impasse des Chardons,, 10 IMPASSE DES CHARDONS ,CHARDONS$
835116393,33 Rue Aristide Briand,,,33 RUE ARISTIDE BRIAND  ,ARISTIDE$|BRIAND$
837503234,8 rue de Dax,,,8 RUE DE DAX  ,DAX$
818087322,11 bis rue Eugène Varlin,,,11 BIS RUE EUGENE VARLIN  ,EUGENE$|VARLIN$
849429089,6 Square Charles Gounod,,,6 SQUARE CHARLES GOUNOD  ,CHARLES$|GOUNOD$
392425450,,48 rue lunaret,, 48 RUE LUNARET ,LUNARET$
847533627,7 Rue de la Bardane,,,7 RUE DE LA BARDANE  ,BARDANE$
338696453,,3 rue des Tuileries,, 3 RUE DES TUILERIES ,TUILERIES$
539984526,7 bis rue Duranti,,,7 BIS RUE DURANTI  ,DURANTI$
821626884,4 Avenue des Platanes,,,4 AVENUE DES PLATANES  ,PLATANES$
848025763,33 Rue des Arrigaux,,,33 RUE DES ARRIGAUX  ,ARRIGAUX$
844848523,49 avenue Hoche,,,49 AVENUE HOCHE  ,HOCHE$
837643006,31 Rue Raymond Lefèbvre,,,31 RUE RAYMOND LEFEBVRE  ,RAYMOND$|LEFEBVRE$
447544883,,15 Chemin du Béal,, 15 CHEMIN DU BEAL ,BEAL$
325174480,,AV. RENE GOSSE,NEBIAN, AV  RENE GOSSE NEBIAN,AV$|RENE$|GOSSE$|NEBIAN$
519024517,7 Rue Victor Hugo,,,7 RUE VICTOR HUGO  ,VICTOR$|HUGO$
851970004,,56 rue Buirette,, 56 RUE BUIRETTE ,BUIRETTE$
798423851,1227 Route du Mont Chauve,,,1227 ROUTE DU MONT CHAUVE  ,MONT$|CHAUVE$
833026370,47 rue de Monceau,,,47 RUE DE MONCEAU  ,MONCEAU$
831190046,,11 rue du Vieux Pressoir,Saint-Jean-des-Mauvrets, 11 RUE DU VIEUX PRESSOIR SAINT JEAN DES MAUVRETS,VIEUX$|PRESSOIR$|SAINT$|JEAN$|MAUVRETS$
504616160,38 rue Dunois,,,38 RUE DUNOIS  ,DUNOIS$
837717099,,19 Allée du Baraillon,, 19 ALLEE DU BARAILLON ,ALLEE$|BARAILLON$
662042449,150 rue du Faubourg Poissonnière,,,150 RUE DU FAUBOURG POISSONNIERE  ,POISSONNIERE$
824629000,,164 route de Revonnas,, 164 ROUTE DE REVONNAS ,REVONNAS$
380799163,,22 allée André Puyade,Res Domaine de Kent Bat Oxford Apt 117, 22 ALLEE ANDRE PUYADE RES DOMAINE DE KENT BAT OXFORD APT 117,ALLEE$|ANDRE$|PUYADE$|RES$|KENT$|BAT$|OXFORD$|APT$
442852109,,118 chemin de la Croix du Vigneron,, 118 CHEMIN DE LA CROIX DU VIGNERON ,CROIX$|VIGNERON$
501720544,,1158 Chemin De la Fossella,, 1158 CHEMIN DE LA FOSSELLA ,FOSSELLA$
851360974,,9 Avenue Marx Dormoy,, 9 AVENUE MARX DORMOY ,MARX$|DORMOY$
823617998,Les Hauts Bois 45 les Charmes,,,LES HAUTS BOIS 45 LES CHARMES  ,HAUTS$|BOIS$|CHARMES$
519853329,7 Traverse Michelet,,,7 TRAVERSE MICHELET  ,MICHELET$
821453453,31 boulevard Gouvion-Saint-Cyr,,,31 BOULEVARD GOUVION SAINT CYR  ,GOUVION$|SAINT$|CYR$
528718653,,264 Rue des Crêtes,, 264 RUE DES CRETES ,CRETES$
498365055,,140 Rue DES ACIÉRIES - ZA LES FORTS,, 140 RUE DES ACIERIES   ZA LES FORTS ,ACIERIES$|ZA$|FORTS$
853796910,37 Avenue ALEXANDRE,,,37 AVENUE ALEXANDRE  ,ALEXANDRE$
352721096,41 Avenue DU BAC,,,41 AVENUE DU BAC  ,BAC$
828784777,,10 Rue de la Chapelle,, 10 RUE DE LA CHAPELLE ,CHAPELLE$
841073349,,171 Allée des Bosquets,, 171 ALLEE DES BOSQUETS ,ALLEE$|BOSQUETS$
828699447,10 rue de Penthièvre,,,10 RUE DE PENTHIEVRE  ,PENTHIEVRE$
482324480,35 Rue du Pavé Blanc,,,35 RUE DU PAVE BLANC  ,PAVE$|BLANC$
841316391,,Route De Goderville,, ROUTE DE GODERVILLE ,GODERVILLE$
435158548,12 rue du Delta,,,12 RUE DU DELTA  ,DELTA$
818868275,3 Rue des Sémillons,,,3 RUE DES SEMILLONS  ,SEMILLONS$
